-15.46,26.005
-14.43,29.483
-13.4,33.636
-12.37,38.844
-11.34,44.76
-10.31,50.673
-9.28,55.959
-8.24,59.195
-7.21,60.364
-6.18,59.699
-5.15,57.896
-4.12,55.464
-3.09,53.749
-2.06,53.671
-1.03,55.855
0,61.474
1.03,67.681
2.06,69.414
3.09,64.749
4.12,52.806
5.15,47.555
6.18,52.565
7.21,52.185
8.24,53.472
9.28,61.76
10.31,67.387
11.34,69.935
12.37,70.509
13.4,70.121
14.43,68.465
15.46,66.673
16.49,65.792
17.52,65.278
18.55,64.865
19.58,64.209
20.61,63.902
21.64,63.571
22.67,63.225
23.7,62.152
24.73,60.75
25.77,58.934
26.8,57.197
27.83,55.464
28.86,53.977
29.89,52.817
30.92,51.766
31.95,50.628
32.98,49.884
34.01,49.657
35.04,50.267
36.07,51.839
37.1,54.154
38.13,57.034
39.16,59.034
40.19,61.039
41.22,64.408
42.25,67.28
43.29,68.542
44.32,68.847
45.35,70.46
46.38,73.429
47.41,76.266
48.44,77.803
49.47,78.541
50.5,78.945
51.53,80.044
52.56,81.779
53.59,83.86
54.62,85.986
55.65,88.647
56.68,90.375
57.71,91.386
58.74,91.397
59.78,90.523
60.81,88.482
61.84,86.521
62.87,83.46
63.9,80.094
64.93,76.223
65.96,72.399
66.99,69.386
68.02,68.275
69.05,68.16
70.08,69.275
71.11,70.239
72.14,71.389
73.17,72.261
74.2,73.05
75.23,73.757
76.26,74.083
77.3,73.504
78.33,73.166
79.36,72.882
80.39,72.985
81.42,74.25
82.45,75.454
83.48,77.309
84.51,79.311
85.54,80.6
86.57,81.949
87.6,82.655
88.63,83.035
89.66,83.668
90.69,83.827
91.72,84.6
92.75,85.093
93.79,85.228
94.82,84.772
95.85,84.216
96.88,83.497
97.91,83.266
98.94,83.298
99.97,83.314
101,83.447
102.03,83.039
103.06,82.869
104.09,81.878
105.12,80.326
106.15,78.236
107.18,75.368
108.21,72.114
109.24,68.398
110.27,64.503
111.31,60.002
112.34,55.023
113.37,50.036
114.4,44.89
115.43,40.297
116.46,35.174
117.49,30.922
118.52,26.958
119.55,23.744
120.58,20.73
121.61,18.178
122.64,15.739
123.67,13.756
124.7,11.673
125.73,10.458
126.76,9.006
127.8,8
128.83,6.826
129.86,6.067
130.89,4.988
131.92,4.554
132.95,3.834
133.98,3.397
135.01,2.967
136.04,2.642
137.07,2.272
138.1,1.815
139.13,1.612
140.16,1.406
141.19,1.263
142.22,1.172
143.25,0.809
144.28,0.911
145.32,0.599
146.35,0.546
147.38,0.433
148.41,0.394
149.44,0.167
150.47,0.382
151.5,0.2
152.53,0.258
153.56,0.027
154.59,0.21
155.62,0.13
156.65,0.091
157.68,0.086
158.71,0.165
159.74,0.134
160.77,0.113
161.81,0.202
162.84,0.023
163.87,0.03
164.9,0.115
165.93,0.073
166.96,0.044
167.99,-0.027
169.02,0.05
170.05,-0.037
171.08,0.009
172.11,-0.05
173.14,0.053
174.17,-0.162
175.2,0.039
176.23,-0.022
177.26,0.129
178.29,0.006
179.33,0.059
180.36,0.144
181.39,0.15
182.42,0.083
183.45,0.124
184.48,-0.023
185.51,0.021
186.54,-0.001
187.57,0.071
188.6,-0.124
189.63,0.066
190.66,0.103
191.69,0.081
192.72,-0.072
193.75,0.066
194.78,0.004
195.82,-0.041
196.85,0.004
197.88,-0.054
198.91,0.041
199.94,0.184
200.97,0.022
202,0.071
203.03,-0.052
204.06,0.149
205.09,-0.03
206.12,-0.054
207.15,0.104
208.18,0.004
209.21,-0.009
210.24,0.171
211.27,0.001
212.3,-0.033
213.34,0.065
214.37,0.049
215.4,0.066
216.43,0.052
217.46,0.07
218.49,0.073
219.52,-0.086
220.55,-0.034
221.58,-0.061
222.61,-0.001
223.64,0.04
224.67,0.139
225.7,-0.021
226.73,0.115
227.76,-0.111
228.79,-0.029
229.83,-0.061
230.86,0.012
231.89,-0.055
232.92,0.006
233.95,-0.04
234.98,0.044
236.01,-0.174
237.04,0.072
238.07,0.053
239.1,0.103
240.13,0.008
241.16,0
242.19,0.066
243.22,0.072
244.25,-0.006
245.28,0.069
246.31,-0.061
247.35,0.077
248.38,-0.078
249.41,0.046
250.44,-0.085
251.47,0.034
252.5,0.074
253.53,0.027
254.56,-0.043
255.59,0.106
256.62,-0.089
257.65,0.019
258.68,0.031
259.71,0.141
260.74,-0.004
261.77,0.069
262.8,0.001
263.84,0.108
264.87,0.072
265.9,0.034
266.93,0.02
267.96,-0.057
268.99,0.012
270.02,0.068
271.05,0.032
272.08,-0.013
273.11,0.021
274.14,-0.058
275.17,0.039
276.2,0.073
277.23,-0.066
278.26,0.017
279.29,-0.061
280.32,-0.011
281.36,0.008
282.39,-0.019
283.42,-0.04
284.45,-0.072
285.48,-0.078
286.51,-0.024
287.54,-0.068
288.57,0.037
289.6,-0.047
290.63,0.008
291.66,-0.017
292.69,0.132
293.72,0.002
294.75,0.074
295.78,0
296.81,0.006
297.85,-0.044
298.88,-0.01
299.91,0.043
300.94,0.07
301.97,-0.123
303,0.006
304.03,-0.032
305.06,-0.031
306.09,-0.142
307.12,0.165
308.15,0.014
309.18,-0.022
310.21,0.023
311.24,0.01
312.27,-0.043
313.3,0.053
314.33,-0.055
315.37,0.056
316.4,-0.12
317.43,0.044
318.46,0.054
319.49,0.161
320.52,-0.073
321.55,0.163
322.58,-0.084
323.61,0.094
324.64,-0.021
325.67,0.017
326.7,0.001
327.73,-0.038
328.76,0.005
329.79,0.085
330.82,-0.051
331.86,-0.024
332.89,0.089
333.92,0.039
334.95,-0.081
335.98,-0.014
337.01,0.139
338.04,0.191
339.07,-0.04
340.1,0.088
341.13,-0.04
342.16,0.021
343.19,-0.038
344.22,0.231
345.25,0.024
346.28,0.037
347.31,-0.024
348.34,-0.037
349.38,-0.107
350.41,-0.03
351.44,-0.082
352.47,0.125
353.5,-0.088
354.53,-0.019
355.56,0.018
356.59,0.086
357.62,-0.102
358.65,-0.076
359.68,-0.162
360.71,-0.155
361.74,-0.082
362.77,0.019
363.8,0.033
364.83,0.043
365.87,-0.021
366.9,-0.018
367.93,0.035
368.96,-0.068
369.99,-0.005
371.02,0.08
372.05,0.033
373.08,-0.026
374.11,0.132
375.14,-0.083
376.17,-0.011
377.2,0.01
378.23,0.009
379.26,-0.015
380.29,0.122
381.32,0.045
382.35,-0.09
383.39,-0.008
384.42,0.119
385.45,-0.049
386.48,-0.023
387.51,-0.092
388.54,-0.102
389.57,-0.13
390.6,-0.049
391.63,-0.147
392.66,-0.06
393.69,0.011
394.72,-0.068
395.75,0.018
396.78,-0.06
397.81,0.02
398.84,-0.073
399.88,0.112
