-399.88,0.001
-398.84,-0.087
-397.81,-0.061
-396.78,0.035
-395.75,0.072
-394.72,-0.105
-393.69,0.045
-392.66,-0.07
-391.63,0.022
-390.6,-0.045
-389.57,0.016
-388.54,-0.006
-387.51,-0.083
-386.48,-0.039
-385.45,-0.018
-384.42,0.043
-383.39,0.079
-382.35,-0.012
-381.32,0.05
-380.29,-0.102
-379.26,-0.085
-378.23,-0.005
-377.2,0.019
-376.17,-0.027
-375.14,0.076
-374.11,0.003
-373.08,-0.01
-372.05,-0.006
-371.02,-0.019
-369.99,-0.048
-368.96,0.04
-367.93,0
-366.9,0.042
-365.87,-0.012
-364.83,0.019
-363.8,-0.139
-362.77,0.05
-361.74,0.055
-360.71,0.039
-359.68,-0.103
-358.65,0.077
-357.62,-0.053
-356.59,-0.025
-355.56,-0.073
-354.53,0.011
-353.5,-0.01
-352.47,0.072
-351.44,-0.054
-350.41,0.054
-349.38,0.057
-348.34,-0.009
-347.31,-0.012
-346.28,-0.035
-345.25,0.062
-344.22,0.035
-343.19,-0.119
-342.16,0.028
-341.13,-0.023
-340.1,0.03
-339.07,-0.039
-338.04,0.027
-337.01,-0.026
-335.98,-0.013
-334.95,0.014
-333.92,0.085
-332.89,-0.027
-331.86,0.028
-330.82,0.014
-329.79,0.012
-328.76,0.022
-327.73,0.072
-326.7,-0.029
-325.67,0.002
-324.64,0.014
-323.61,-0.034
-322.58,-0.093
-321.55,0.102
-320.52,-0.072
-319.49,0.111
-318.46,-0.023
-317.43,0.04
-316.4,-0.029
-315.37,0.056
-314.33,0
-313.3,-0.035
-312.27,-0.041
-311.24,0.092
-310.21,-0.068
-309.18,-0.039
-308.15,-0.015
-307.12,0.046
-306.09,-0.037
-305.06,-0.004
-304.03,0.076
-303,0.019
-301.97,0.025
-300.94,0.137
-299.91,-0.032
-298.88,0.018
-297.85,0.021
-296.81,-0.13
-295.78,-0.113
-294.75,0.013
-293.72,0.028
-292.69,-0.025
-291.66,0.12
-290.63,0.059
-289.6,0.045
-288.57,-0.012
-287.54,-0.012
-286.51,-0.041
-285.48,0.049
-284.45,0.057
-283.42,-0.02
-282.39,0.049
-281.36,0.004
-280.32,-0.023
-279.29,0.039
-278.26,-0.022
-277.23,0.052
-276.2,-0.011
-275.17,-0.077
-274.14,0.051
-273.11,-0.072
-272.08,-0.092
-271.05,-0.157
-270.02,-0.087
-268.99,-0.082
-267.96,0.043
-266.93,-0.046
-265.9,0.011
-264.87,-0.088
-263.84,-0.03
-262.8,-0.013
-261.77,0.055
-260.74,-0.1
-259.71,-0.02
-258.68,0.021
-257.65,-0.003
-256.62,-0.169
-255.59,-0.001
-254.56,0.073
-253.53,-0.041
-252.5,-0.043
-251.47,-0.068
-250.44,-0.147
-249.41,0.037
-248.38,0.037
-247.35,0.132
-246.31,-0.013
-245.28,0.025
-244.25,0.019
-243.22,0.008
-242.19,0.055
-241.16,0.026
-240.13,-0.034
-239.1,-0.088
-238.07,-0.168
-237.04,-0.016
-236.01,-0.034
-234.98,0.099
-233.95,-0.026
-232.92,0.079
-231.89,0.002
-230.86,0.119
-229.83,-0.017
-228.79,-0.025
-227.76,-0.07
-226.73,0.089
-225.7,0.009
-224.67,0.091
-223.64,-0.001
-222.61,-0.108
-221.58,0.139
-220.55,0.051
-219.52,-0.044
-218.49,0.016
-217.46,0.039
-216.43,0.139
-215.4,-0.057
-214.37,0.012
-213.34,-0.066
-212.3,0.084
-211.27,0.052
-210.24,0.027
-209.21,0.046
-208.18,0.006
-207.15,-0.063
-206.12,-0.069
-205.09,-0.162
-204.06,0.131
-203.03,-0.064
-202,0.027
-200.97,-0.154
-199.94,0.083
-198.91,0.061
-197.88,0.072
-196.85,0.109
-195.82,0.04
-194.78,0.042
-193.75,0.108
-192.72,0.103
-191.69,0.024
-190.66,-0.016
-189.63,0.032
-188.6,-0.154
-187.57,-0.005
-186.54,-0.057
-185.51,0.062
-184.48,0.017
-183.45,0.154
-182.42,0.013
-181.39,0.097
-180.36,-0.064
-179.33,0.062
-178.29,0.094
-177.26,-0.043
-176.23,0.115
-175.2,0.16
-174.17,0.012
-173.14,0.012
-172.11,0.015
-171.08,-0.101
-170.05,-0.027
-169.02,0.037
-167.99,0.028
-166.96,0.051
-165.93,0.063
-164.9,0.048
-163.87,-0.012
-162.84,0.121
-161.81,-0.042
-160.77,-0.059
-159.74,-0.075
-158.71,-0.028
-157.68,-0.042
-156.65,0.107
-155.62,-0.004
-154.59,0.141
-153.56,-0.025
-152.53,0.182
-151.5,-0.077
-150.47,-0.009
-149.44,-0.097
-148.41,0.069
-147.38,-0.034
-146.35,-0.052
-145.32,-0.064
-144.28,-0.01
-143.25,0.017
-142.22,0.027
-141.19,-0.092
-140.16,0.015
-139.13,0.021
-138.1,0.057
-137.07,0.004
-136.04,0.019
-135.01,-0.003
-133.98,0.072
-132.95,-0.138
-131.92,0.109
-130.89,0.033
-129.86,0.024
-128.83,-0.03
-127.8,0.072
-126.76,0.068
-125.73,0.063
-124.7,0.199
-123.67,0.132
-122.64,-0.021
-121.61,0.039
-120.58,0.052
-119.55,0.173
-118.52,-0.066
-117.49,-0.017
-116.46,0.038
-115.43,0.061
-114.4,-0.117
-113.37,-0.054
-112.34,0.01
-111.31,-0.054
-110.27,-0.051
-109.24,0.031
-108.21,-0.069
-107.18,0.079
-106.15,-0.085
-105.12,0.031
-104.09,-0.037
-103.06,0.084
-102.03,-0.001
-101,0.005
-99.97,-0.04
-98.94,0.045
-97.91,-0.034
-96.88,0.08
-95.85,-0.122
-94.82,0.043
-93.79,0.012
-92.75,0.058
-91.72,0.033
-90.69,0.017
-89.66,0.014
-88.63,0.099
-87.6,0.16
-86.57,0.128
-85.54,0
-84.51,0.024
-83.48,-0.023
-82.45,-0.008
-81.42,-0.015
-80.39,0.07
-79.36,0.002
-78.33,0.058
-77.3,0.079
-76.26,0.015
-75.23,0.043
-74.2,0.108
-73.17,-0.11
-72.14,0.091
-71.11,-0.008
-70.08,0.15
-69.05,0.108
-68.02,0.125
-66.99,0.091
-65.96,0.168
-64.93,0.04
-63.9,0.191
-62.87,0.106
-61.84,0.15
-60.81,0.313
-59.78,0.256
-58.74,0.383
-57.71,0.395
-56.68,0.405
-55.65,0.549
-54.62,0.666
-53.59,0.769
-52.56,1.079
-51.53,1.26
-50.5,1.581
-49.47,2.11
-48.44,2.42
-47.41,3.204
-46.38,3.788
-45.35,4.935
-44.32,6.112
-43.29,7.619
-42.25,9.395
-41.22,11.521
-40.19,13.572
-39.16,16.309
-38.13,19.188
-37.1,22.381
-36.07,25.218
-35.04,27.988
-34.01,30.791
-32.98,33.399
-31.95,35.729
-30.92,37.635
-29.89,38.718
-28.86,38.818
-27.83,38.166
-26.8,36.452
-25.77,33.742
-24.73,30.526
-23.7,27.5
-22.67,25.371
-21.64,23.738
-20.61,22.714
-19.58,21.753
-18.55,21.57
-17.52,21.992
-16.49,23.597
